adLibraryDate,pageId,pageName,pageAlias,pageVerification,likes,pageCategory,pageNameChanges,pageAdminCountries,isProfilePage,pageURL,entityType,stateMediaLabel,igUsername,igFollowers,igVerification,hiddenAds,pageIsDeleted,pageCreationDate,profileCreationDate,currentWeek,isPoliticalPage,weeklyByDisclaimer,lifetimeByDisclaimer,hasPoliticalSpendInAnyCountry
2020-06-19,102258201281332,Brain Wrek,,not_verified,16,Psychologist,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A102258201281332%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-12-16,,,True,"{""Howard Choy Din Shen"": 8}","{""Howard Choy Din Shen"": 72}",True
2020-06-19,108022910747221,Sarangly,saranglysg,not_verified,302,Gift Shop,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A108022910747221%7D&path=%2Fpages%2Ftransparency,regular_page,,sarangly.ig,420,False,0,False,2020-01-23,,,True,"{""Sarangly"": 29}","{""Sarangly"": 29}",True
2020-06-19,109320757394952,Newsgowhere SG,newsgowhere,not_verified,521,Local Service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 2}","{"""": 2, ""Newsgowhere"": 2}",True
2020-06-19,109372984090446,Happy Kopitiam 阿乐咖啡店,OurHappyKopitiam,not_verified,4030,Digital Creator,0,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109372984090446%7D&path=%2Fpages%2Ftransparency,regular_page,,ourhappykopitiam,271,False,0,False,2020-04-27,,,True,"{""Yew Tee Grassroots Organisation"": 590}","{""Yew Tee Grassroots Organisation"": 3119}",True
2020-06-19,109555293685,Gov.sg,gov.sg,blue_verified,378605,Government Website,1,"Singapore (55), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,96108,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 2047}","{"""": 10840, ""Gov.sg"": 6047}",True
2020-06-19,113017006084973,EDUdebt MobileTeam,EdudebtMOBILETEAM,not_verified,1190,Financial Aid Service,2,Singapore (8),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A113017006084973%7D&path=%2Fpages%2Ftransparency,regular_page,,latiifadnan,192,False,0,False,2017-08-28,,,True,"{""Edudebt"": 126}","{""Edudebt"": 135}",True
2020-06-19,114153366984211,Lily_1,,not_verified,5,Product/Service,0,China (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A114153366984211%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-06-01,,,True,"{"""": 0}","{"""": 0}",True
2020-06-19,121790674546188,AsiaOne,asiaonecom,blue_verified,179068,Digital Creator,0,Singapore (21),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8245,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 0}","{""AsiaOne"": 100}",True
2020-06-19,124552578236495,MONEY FM 89.3,moneyfm893,blue_verified,7796,Radio Station,1,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A124552578236495%7D&path=%2Fpages%2Ftransparency,regular_page,,moneyfm893,3564,True,0,False,2017-11-01,,,True,"{""MONEY FM 89.3"": 50}","{""MONEY FM 89.3"": 1734, ""Tan Hong Seng"": 1876}",True
2020-06-19,136176823413276,Eco-Business,EcoBusinessMedia,not_verified,8997,Media/News Company,0,"Singapore (12), Philippines (2), Netherlands (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A136176823413276%7D&path=%2Fpages%2Ftransparency,regular_page,,ecobusinesscom,2114,False,0,False,2015-11-25,,,True,"{""Eco-Business"": 70}","{""Eco-Business"": 2101}",True
2020-06-19,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20336,Community Organization,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1984,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 127}","{""Nee Soon Town Council"": 851}",True
2020-06-19,159358282133,Singapore Economic Development Board - EDB,EDBsg,blue_verified,73593,Government Organization,1,"Singapore (16), India (3)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A159358282133%7D&path=%2Fpages%2Ftransparency,regular_page,,edbcareers,636,False,0,False,2009-10-21,,,True,"{"""": 64}","{"""": 64}",True
2020-06-19,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,265904,Media/News Company,1,"Singapore (72), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,60808,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 460}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 1907}",True
2020-06-19,1698639020452271,新加坡万事通 Vaster News,vasternews,not_verified,107752,News Personality,1,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1698639020452271%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2016-11-30,,,True,"{"""": 0}","{"""": 0}",True
2020-06-19,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1111,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 104}","{""Luah Chuan Teck (Lai Quande)"": 4437}",True
2020-06-19,202216409941537,Cyclexafe,,not_verified,4478,Bicycle Shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 70}","{""Seah Kim Hong (She Jinfeng)"": 266}",True
2020-06-19,205939822757785,Gerald Giam 严燕松,geraldgiam.sg,blue_verified,11669,Public Figure,1,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A205939822757785%7D&path=%2Fpages%2Ftransparency,regular_page,,geraldgiam,1030,False,0,False,2011-04-05,,,True,"{""Gerald Giam \u4e25\u71d5\u677e"": 47}","{""Gerald Giam \u4e25\u71d5\u677e"": 209}",True
2020-06-19,207194736087316,SunNUS,sunnus.official,not_verified,6835,Sports Event,6,Singapore (10),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A207194736087316%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-02-06,,,True,"{""Jerica Liew Hui Qi"": 34}","{""Jerica Liew Hui Qi"": 57}",True
2020-06-19,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14160,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 42}","{""Real Singaporeans defending the family and shared values"": 117}",True
2020-06-19,259077840923556,AOX Singapore,aoxwater,not_verified,6452,Water Treatment Service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,290,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 350}","{""AOX Singapore"": 1242}",True
2020-06-19,285967928640248,AHWC Immigration Law,AHWCImmigrationLaw,not_verified,11196,Immigration Lawyer,0,Australia (4),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A285967928640248%7D&path=%2Fpages%2Ftransparency,regular_page,,ahwcimmigration,222,False,0,False,2018-01-25,,,True,"{"""": 0}","{"""": 0}",True
2020-06-19,292351509697,Jerusalem Prayer Team,jerusalemprayerteam,not_verified,73544090,Nonprofit Organization,0,"United States (18), Israel (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A292351509697%7D&path=%2Fpages%2Ftransparency,regular_page,,jerusalem_prayer_team,409277,False,0,False,2010-01-14,,,True,"{"""": 0}","{"""": 0}",True
2020-06-19,330321486979917,WeWork,WeWork,blue_verified,1349224,Community Organization,0,"United States (64), United Kingdom (14), Argentina (6), Hong Kong (4), Germany (3), India (3), Mexico (3), Singapore (3), Taiwan (3), Indonesia (2), Israel (2), Japan (2), Brazil (1), New Zealand (1), South Africa (1), South Korea (1), Spain (1), Venezuela (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A330321486979917%7D&path=%2Fpages%2Ftransparency,regular_page,,wework,628952,True,0,False,2011-12-14,,,True,"{"""": 0}","{"""": 0}",True
2020-06-19,355665009819,South China Morning Post,scmp,blue_verified,2308735,Media/News Company,2,"Hong Kong (80), United States (18), Israel (16), Australia (2), Singapore (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A355665009819%7D&path=%2Fpages%2Ftransparency,regular_page,,scmpnews,230232,True,0,False,2010-03-11,,,True,"{"""": 6}","{"""": 1067}",True
2020-06-19,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3341,Public Figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 6}","{"" Tan Suee Chieh"": 29}",True
2020-06-19,398799110143354,Lev Haolam - Supporting Israel's Heartland,levhaolamen,not_verified,73490,Interest,3,"Russia (2), Spain (2), Israel (1), Ukraine (1), United States (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A398799110143354%7D&path=%2Fpages%2Ftransparency,regular_page,,lev_haolam,4821,False,0,False,2012-04-24,,,True,"{"""": 21}","{"""": 479}",True
2020-06-19,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49157,Public Figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 31}","{""Calvin Cheng"": 1129}",True
2020-06-19,55406192028,Young NTUC,yntuc,blue_verified,24612,Non-Governmental Organization (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 46}","{""Young NTUC"": 46}",True
2020-06-19,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66234,Media/News Company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6413,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 34}","{""Millennials of Singapore"": 2597}",True
2020-06-19,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2442,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1723,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 33}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 18}",True
2020-06-20,102258201281332,Brain Wrek,,not_verified,16,Psychologist,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A102258201281332%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-12-16,,,True,"{""Howard Choy Din Shen"": 9}","{""Howard Choy Din Shen"": 73}",True
2020-06-20,108022910747221,Sarangly,saranglysg,not_verified,301,Gift shop,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A108022910747221%7D&path=%2Fpages%2Ftransparency,regular_page,,sarangly.ig,430,False,0,False,2020-01-23,,,True,"{""Sarangly"": 39}","{""Sarangly"": 39}",True
2020-06-20,109320757394952,Newsgowhere SG,newsgowhere,not_verified,522,Local service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 2}","{"""": 2, ""Newsgowhere"": 2}",True
2020-06-20,109372984090446,Happy Kopitiam 阿乐咖啡店,OurHappyKopitiam,not_verified,4042,Digital creator,0,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109372984090446%7D&path=%2Fpages%2Ftransparency,regular_page,,ourhappykopitiam,272,False,0,False,2020-04-27,,,True,"{""Yew Tee Grassroots Organisation"": 537}","{""Yew Tee Grassroots Organisation"": 3248}",True
2020-06-20,109555293685,Gov.sg,gov.sg,blue_verified,378738,Government Website,1,"Singapore (55), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,96585,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 2676}","{""Gov.sg"": 6676, """": 10840}",True
2020-06-20,113017006084973,EDUdebt MobileTeam,EdudebtMOBILETEAM,not_verified,1190,Financial aid service,2,Singapore (8),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A113017006084973%7D&path=%2Fpages%2Ftransparency,regular_page,,latiifadnan,192,False,0,False,2017-08-28,,,True,"{""Edudebt"": 125}","{""Edudebt"": 159}",True
2020-06-20,114153366984211,Lily_1,,not_verified,6,Product/Service,0,China (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A114153366984211%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-06-01,,,True,"{"""": 0}","{"""": 0}",True
2020-06-20,121790674546188,AsiaOne,asiaonecom,blue_verified,179231,Digital creator,0,Singapore (21),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8269,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 1}","{""AsiaOne"": 100}",True
2020-06-20,136176823413276,Eco-Business,EcoBusinessMedia,not_verified,9016,Media/news company,0,"Singapore (12), Philippines (2), Netherlands (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A136176823413276%7D&path=%2Fpages%2Ftransparency,regular_page,,ecobusinesscom,2114,False,0,False,2015-11-25,,,True,"{""Eco-Business"": 112}","{""Eco-Business"": 2155}",True
2020-06-20,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20378,Community organisation,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1986,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 115}","{""Nee Soon Town Council"": 851}",True
2020-06-20,159358282133,Singapore Economic Development Board - EDB,EDBsg,blue_verified,73591,Government organisation,1,"Singapore (16), India (3)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A159358282133%7D&path=%2Fpages%2Ftransparency,regular_page,,edbcareers,635,False,0,False,2009-10-21,,,True,"{"""": 64}","{"""": 64}",True
2020-06-20,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,265992,Media/news company,1,"Singapore (72), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,60878,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 585}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2032}",True
2020-06-20,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1111,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 104}","{""Luah Chuan Teck (Lai Quande)"": 4452}",True
2020-06-20,202216409941537,Cyclexafe,,not_verified,4482,Bicycle shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 70}","{""Seah Kim Hong (She Jinfeng)"": 276}",True
2020-06-20,205939822757785,Gerald Giam 严燕松,geraldgiam.sg,blue_verified,11675,Public figure,1,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A205939822757785%7D&path=%2Fpages%2Ftransparency,regular_page,,geraldgiam,1036,False,0,False,2011-04-05,,,True,"{""Gerald Giam \u4e25\u71d5\u677e"": 58}","{""Gerald Giam \u4e25\u71d5\u677e"": 220}",True
2020-06-20,207194736087316,SunNUS,sunnus.official,not_verified,6834,Sports event,6,Singapore (10),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A207194736087316%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-02-06,,,True,"{""Jerica Liew Hui Qi"": 33}","{""Jerica Liew Hui Qi"": 60}",True
2020-06-20,2234829139876514,Eyong Survival Confidence,theconfidencesurvival,not_verified,198,Musician,0,Canada (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A2234829139876514%7D&path=%2Fpages%2Ftransparency,regular_page,,confidenceflesh,2039,False,0,False,2017-12-31,,,True,"{"""": 0}","{"""": 0}",True
2020-06-20,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14160,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 50}","{""Real Singaporeans defending the family and shared values"": 125}",True
2020-06-20,259077840923556,AOX Singapore,aoxwater,not_verified,6455,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,290,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 350}","{""AOX Singapore"": 1293}",True
2020-06-20,285967928640248,AHWC Immigration Law,AHWCImmigrationLaw,not_verified,11235,Immigration lawyer,0,Australia (4),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A285967928640248%7D&path=%2Fpages%2Ftransparency,regular_page,,ahwcimmigration,221,False,0,False,2018-01-25,,,True,"{"""": 0}","{"""": 0}",True
2020-06-20,292351509697,Jerusalem Prayer Team,jerusalemprayerteam,not_verified,73549860,Non-profit organisation,0,"United States (18), Israel (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A292351509697%7D&path=%2Fpages%2Ftransparency,regular_page,,jerusalem_prayer_team,409917,False,0,False,2010-01-14,,,True,"{"""": 0}","{"""": 0}",True
2020-06-20,355665009819,South China Morning Post,scmp,blue_verified,2310008,Media/news company,2,"Hong Kong (80), United States (18), Israel (16), Australia (2), Singapore (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A355665009819%7D&path=%2Fpages%2Ftransparency,regular_page,,scmpnews,230423,True,0,False,2010-03-11,,,True,"{"""": 6}","{"""": 1067}",True
2020-06-20,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3343,Public figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 10}","{"" Tan Suee Chieh"": 32}",True
2020-06-20,398799110143354,Lev Haolam - Supporting Israel's Heartland,levhaolamen,not_verified,73640,Interest,3,"Russia (2), Spain (2), Israel (1), Ukraine (1), United States (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A398799110143354%7D&path=%2Fpages%2Ftransparency,regular_page,,lev_haolam,4845,False,0,False,2012-04-24,,,True,"{"""": 21}","{"""": 479}",True
2020-06-20,425106448078044,"Ministry of Law, Singapore",minlawsg,blue_verified,34283,Government organisation,1,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A425106448078044%7D&path=%2Fpages%2Ftransparency,regular_page,,minlawsg,3625,True,0,False,2019-06-21,,,True,"{""Ministry of Law, Singapore"": 0}","{""Ministry of Law, Singapore"": 13233, """": 53}",True
2020-06-20,490338874495414,Bush Tucker Bunjie,BushTuckerBunjie,not_verified,105042,Actor,0,Australia (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A490338874495414%7D&path=%2Fpages%2Ftransparency,regular_page,,bush_tucker_bunjie,35312,False,0,False,2016-07-16,,,True,"{"""": 0}","{"""": 0}",True
2020-06-20,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49171,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 35}","{""Calvin Cheng"": 1144}",True
2020-06-20,55406192028,Young NTUC,yntuc,blue_verified,24614,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 145}","{""Young NTUC"": 145}",True
2020-06-20,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66239,Media/news company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6415,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 34}","{""Millennials of Singapore"": 2631}",True
2020-06-20,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2453,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1743,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 34}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 46}",True
2020-06-20,901983903471708,TreceOnce Music Promotion,,not_verified,73,Internet company,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A901983903471708%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-07-24,,,True,"{"""": 0}","{"""": 31}",True
2020-06-21,107720000870833,Discounted SG New Launches,,not_verified,0,Brand,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A107720000870833%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-03-23,,,True,"{"""": 71}","{"""": 80}",True
2020-06-21,108022910747221,Sarangly,saranglysg,not_verified,300,Gift shop,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A108022910747221%7D&path=%2Fpages%2Ftransparency,regular_page,,sarangly.ig,432,False,0,False,2020-01-23,,,True,"{""Sarangly"": 40}","{""Sarangly"": 40}",True
2020-06-21,109555293685,Gov.sg,gov.sg,blue_verified,378906,Government Website,1,"Singapore (55), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,97048,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 3134}","{"""": 10840, ""Gov.sg"": 7146}",True
2020-06-21,113017006084973,EDUdebt MobileTeam,EdudebtMOBILETEAM,not_verified,1190,Financial aid service,2,Singapore (8),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A113017006084973%7D&path=%2Fpages%2Ftransparency,regular_page,,latiifadnan,192,False,0,False,2017-08-28,,,True,"{""Edudebt"": 125}","{""Edudebt"": 159}",True
2020-06-21,121790674546188,AsiaOne,asiaonecom,blue_verified,179332,Digital creator,0,Singapore (21),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8280,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 20}","{""AsiaOne"": 117}",True
2020-06-21,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20406,Community organisation,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1987,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 107}","{""Nee Soon Town Council"": 865}",True
2020-06-21,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1112,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4467}",True
2020-06-21,202216409941537,Cyclexafe,,not_verified,4484,Bicycle shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 69}","{""Seah Kim Hong (She Jinfeng)"": 285}",True
2020-06-21,205939822757785,Gerald Giam 严燕松,geraldgiam.sg,blue_verified,11681,Public figure,1,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A205939822757785%7D&path=%2Fpages%2Ftransparency,regular_page,,geraldgiam,1040,False,0,False,2011-04-05,,,True,"{""Gerald Giam \u4e25\u71d5\u677e"": 60}","{""Gerald Giam \u4e25\u71d5\u677e"": 222}",True
2020-06-21,2234829139876514,Eyong Survival Confidence,theconfidencesurvival,not_verified,198,Musician,0,Canada (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A2234829139876514%7D&path=%2Fpages%2Ftransparency,regular_page,,confidenceflesh,2511,False,0,False,2017-12-31,,,True,"{"""": 0}","{"""": 0}",True
2020-06-21,259077840923556,AOX Singapore,aoxwater,not_verified,6457,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,292,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 349}","{""AOX Singapore"": 1349}",True
