adLibraryDate,pageId,pageName,pageAlias,pageVerification,likes,pageCategory,pageNameChanges,pageAdminCountries,isProfilePage,pageURL,entityType,stateMediaLabel,igUsername,igFollowers,igVerification,hiddenAds,pageIsDeleted,pageCreationDate,profileCreationDate,currentWeek,isPoliticalPage,weeklyByDisclaimer,lifetimeByDisclaimer,hasPoliticalSpendInAnyCountry
2020-06-21,425106448078044,"Ministry of Law, Singapore",minlawsg,blue_verified,34423,Government organisation,1,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A425106448078044%7D&path=%2Fpages%2Ftransparency,regular_page,,minlawsg,3651,True,0,False,2019-06-21,,,True,"{""Ministry of Law, Singapore"": 0}","{"""": 53, ""Ministry of Law, Singapore"": 13233}",True
2020-06-21,490338874495414,Bush Tucker Bunjie,BushTuckerBunjie,not_verified,105127,Actor,0,Australia (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A490338874495414%7D&path=%2Fpages%2Ftransparency,regular_page,,bush_tucker_bunjie,35384,False,0,False,2016-07-16,,,True,"{"""": 0}","{"""": 0}",True
2020-06-21,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49178,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 50}","{""Calvin Cheng"": 1159}",True
2020-06-21,55406192028,Young NTUC,yntuc,blue_verified,24622,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 301}","{""Young NTUC"": 234}",True
2020-06-21,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66245,Media/news company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6405,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 112}","{""Millennials of Singapore"": 2708}",True
2020-06-21,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2466,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1754,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 92}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 104}",True
2020-06-21,901983903471708,TreceOnce Music Promotion,,not_verified,73,Internet company,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A901983903471708%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-07-24,,,True,"{"""": 0}","{"""": 31}",True
2020-06-22,107720000870833,Discounted SG New Launches,,not_verified,0,Brand,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A107720000870833%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-03-23,,,True,"{"""": 71}","{"""": 80}",True
2020-06-22,109320757394952,Newsgowhere SG,newsgowhere,not_verified,526,Local service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 4}","{"""": 2, ""Newsgowhere"": 2}",True
2020-06-22,109555293685,Gov.sg,gov.sg,blue_verified,379059,Government Website,1,"Singapore (54), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,97473,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 3470}","{""Gov.sg"": 7620, """": 10840}",True
2020-06-22,121790674546188,AsiaOne,asiaonecom,blue_verified,179375,Digital creator,0,Singapore (21),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8287,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 75}","{""AsiaOne"": 169}",True
2020-06-22,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20426,Community organisation,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1989,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 136}","{""Nee Soon Town Council"": 898}",True
2020-06-22,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,266156,Media/news company,1,"Singapore (73), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,61021,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 743}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2032}",True
2020-06-22,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1112,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4483}",True
2020-06-22,202216409941537,Cyclexafe,,not_verified,4487,Bicycle shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 64}","{""Seah Kim Hong (She Jinfeng)"": 290}",True
2020-06-22,259077840923556,AOX Singapore,aoxwater,not_verified,6459,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,293,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 382}","{""AOX Singapore"": 1396}",True
2020-06-22,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3344,Public figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 18}","{"" Tan Suee Chieh"": 32}",True
2020-06-22,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49195,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 66}","{""Calvin Cheng"": 1175}",True
2020-06-22,55406192028,Young NTUC,yntuc,blue_verified,24624,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 361}","{""Young NTUC"": 339}",True
2020-06-22,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66240,Media/news company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6401,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 189}","{""Millennials of Singapore"": 2785}",True
2020-06-22,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2480,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1769,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 133}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 145}",True
2020-06-22,767952000001198,Синхронизация,synchronization.community,blue_verified,59461,Community,0,Russia (19),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A767952000001198%7D&path=%2Fpages%2Ftransparency,regular_page,,synchronize_art,163856,True,0,False,2015-07-13,,,True,"{"""": 2}","{"""": 3}",True
2020-06-22,771947142920359,IReader,ireader.ebook,not_verified,46988,Interest,0,"China (24), Hong Kong (2), India (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A771947142920359%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2015-04-24,,,True,"{"""": 0}","{"""": 0}",True
2020-06-22,8002590959,Rainforest Action Network,rainforestactionnetwork,blue_verified,440744,Non-profit organisation,0,"United States (18), Canada (2), Indonesia (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A8002590959%7D&path=%2Fpages%2Ftransparency,regular_page,,rainforestactionnetwork,99130,False,0,False,2007-12-14,,,True,"{"""": 110}","{"""": 889}",True
2020-06-23,107720000870833,Discounted SG New Launches,,not_verified,0,Brand,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A107720000870833%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-03-23,,,True,"{"""": 63}","{"""": 83}",True
2020-06-23,109320757394952,Newsgowhere SG,newsgowhere,not_verified,528,Local service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 4}","{""Newsgowhere"": 4, """": 2}",True
2020-06-23,109555293685,Gov.sg,gov.sg,blue_verified,379184,Government Website,1,"Singapore (54), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,97901,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 3903}","{"""": 10840, ""Gov.sg"": 8082}",True
2020-06-23,113017006084973,EDUdebt MobileTeam,EdudebtMOBILETEAM,not_verified,1190,Financial aid service,2,Singapore (8),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A113017006084973%7D&path=%2Fpages%2Ftransparency,regular_page,,latiifadnan,192,False,0,False,2017-08-28,,,True,"{""Edudebt"": 125}","{""Edudebt"": 186}",True
2020-06-23,121790674546188,AsiaOne,asiaonecom,blue_verified,179420,News and media website,0,Singapore (22),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8292,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 130}","{""AsiaOne"": 219}",True
2020-06-23,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20440,Community organisation,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1991,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 157}","{""Nee Soon Town Council"": 937}",True
2020-06-23,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,266228,Media/news company,1,"Singapore (73), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,61094,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 743}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2190}",True
2020-06-23,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1112,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4498}",True
2020-06-23,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2116,Non-profit organisation,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,57,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 1}","{""Fung Shi Ern, Shalom"": 150}",True
2020-06-23,202216409941537,Cyclexafe,,not_verified,4487,Bicycle shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 59}","{""Seah Kim Hong (She Jinfeng)"": 295}",True
2020-06-23,259077840923556,AOX Singapore,aoxwater,not_verified,6459,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,293,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 381}","{""AOX Singapore"": 1477}",True
2020-06-23,267926623635962,New Naratif,newnaratif,not_verified,9496,Arts and humanities website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,3667,False,0,False,2017-02-28,,,True,"{""New Naratif"": 5}","{"""": 64, ""New Naratif"": 25}",True
2020-06-23,287886244963328,Rakuten Today,Rakuten.Today,not_verified,23833,Internet company,0,"United States (9), Japan (4), Canada (2), Germany (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A287886244963328%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-20,,,True,"{"""": 0}",{},False
2020-06-23,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3345,Public figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 18}","{"" Tan Suee Chieh"": 40}",True
2020-06-23,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49226,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 80}","{""Calvin Cheng"": 1184}",True
2020-06-23,55406192028,Young NTUC,yntuc,blue_verified,24652,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 443}","{""Young NTUC"": 443}",True
2020-06-23,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66243,Media/news company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6404,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 265}","{""Millennials of Singapore"": 2861}",True
2020-06-23,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2486,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1784,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 172}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 185}",True
2020-06-23,767952000001198,Синхронизация,synchronization.community,blue_verified,59505,Community,0,Russia (19),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A767952000001198%7D&path=%2Fpages%2Ftransparency,regular_page,,synchronize_art,164043,True,0,False,2015-07-13,,,True,"{"""": 2}","{"""": 3}",True
2020-06-23,771947142920359,IReader,ireader.ebook,not_verified,47104,Interest,0,"China (24), Hong Kong (2), India (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A771947142920359%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2015-04-24,,,True,"{"""": 0}","{"""": 0}",True
2020-06-23,8002590959,Rainforest Action Network,rainforestactionnetwork,blue_verified,440740,Non-profit organisation,0,"United States (18), Canada (2), Indonesia (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A8002590959%7D&path=%2Fpages%2Ftransparency,regular_page,,rainforestactionnetwork,99127,False,0,False,2007-12-14,,,True,"{"""": 110}","{"""": 889}",True
2020-06-24,109555293685,Gov.sg,gov.sg,blue_verified,379271,Government Website,1,"Singapore (54), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,98343,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 3631}","{""Gov.sg"": 8551, """": 10840}",True
2020-06-24,113017006084973,EDUdebt MobileTeam,EdudebtMOBILETEAM,not_verified,1190,Financial aid service,2,Singapore (8),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A113017006084973%7D&path=%2Fpages%2Ftransparency,regular_page,,latiifadnan,192,False,0,False,2017-08-28,,,True,"{""Edudebt"": 115}","{""Edudebt"": 200}",True
2020-06-24,121790674546188,AsiaOne,asiaonecom,blue_verified,179517,News and media website,0,Singapore (22),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8310,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 282}","{""AsiaOne"": 282}",True
2020-06-24,1468082613467781,Nee Soon Town Council,neesoon.tc,not_verified,20467,Community organisation,1,Singapore (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1468082613467781%7D&path=%2Fpages%2Ftransparency,regular_page,,neesoontc,1992,False,0,False,2013-03-15,,,True,"{""Nee Soon Town Council"": 143}","{""Nee Soon Town Council"": 939}",True
2020-06-24,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,266419,Media/news company,1,"Singapore (73), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,61160,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 992}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2556}",True
2020-06-24,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1112,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4513}",True
2020-06-24,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2118,Non-profit organisation,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,57,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 1}","{""Fung Shi Ern, Shalom"": 151}",True
2020-06-24,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14159,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 29}","{""Real Singaporeans defending the family and shared values"": 125}",True
2020-06-24,259077840923556,AOX Singapore,aoxwater,not_verified,6458,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,293,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 433}","{""AOX Singapore"": 1578}",True
2020-06-24,267926623635962,New Naratif,newnaratif,not_verified,9522,Arts and humanities website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,3868,False,0,False,2017-02-28,,,True,"{""New Naratif"": 10}","{""New Naratif"": 30, """": 64}",True
2020-06-24,287886244963328,Rakuten Today,Rakuten.Today,not_verified,23874,Internet company,0,"United States (9), Japan (4), Canada (2), Germany (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A287886244963328%7D&path=%2Fpages%2Ftransparency,regular_page,,rakuten.world,105,False,0,False,2017-02-20,,,True,"{"""": 0}","{"""": 0}",True
2020-06-24,288031731262011,The Business Times,thebusinesstimes,blue_verified,163050,Media/news company,1,"Singapore (57), Israel (16), United States (14), France (1), United Arab Emirates (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A288031731262011%7D&path=%2Fpages%2Ftransparency,regular_page,,businesstimessg,7292,True,0,False,2012-02-21,,,True,"{""The Business Times"": 17}",{},False
2020-06-24,322502513454,Singapore Democratic Party (SDP),yoursdp,blue_verified,61413,Political party,0,Singapore (16),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A322502513454%7D&path=%2Fpages%2Ftransparency,regular_page,,yoursdp,2902,True,0,False,2010-02-09,,,True,"{""Tan Liang Joo, John"": 82}","{""Tan Liang Joo, John"": 8000, """": 157}",True
2020-06-24,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3345,Public figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 31}","{"" Tan Suee Chieh"": 53}",True
2020-06-24,55406192028,Young NTUC,yntuc,blue_verified,24653,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 533}","{""Young NTUC"": 533}",True
2020-06-24,626687907492630,Millennials of Singapore,mosg.tv,not_verified,66239,Media/news company,0,Singapore (14),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A626687907492630%7D&path=%2Fpages%2Ftransparency,regular_page,,mosg.tv,6397,False,0,False,2016-10-03,,,True,"{""Millennials of Singapore"": 300}","{""Millennials of Singapore"": 2897}",True
2020-06-24,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2492,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1794,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 222}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 226}",True
2020-06-24,767952000001198,Синхронизация,synchronization.community,blue_verified,59564,Community,0,Russia (19),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A767952000001198%7D&path=%2Fpages%2Ftransparency,regular_page,,synchronize_art,164278,True,0,False,2015-07-13,,,True,"{"""": 2}","{"""": 3}",True
2020-06-25,102481158076847,Kayla Low 罗舒玉,kaylalowsy,not_verified,1842,Public figure,2,Singapore (4),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A102481158076847%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-03-28,,,True,"{"""": 120}","{"""": 240}",True
2020-06-25,109320757394952,Newsgowhere SG,newsgowhere,not_verified,538,Local service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 5}","{"""": 2, ""Newsgowhere"": 5}",True
2020-06-25,109555293685,Gov.sg,gov.sg,blue_verified,379368,Government Website,1,"Singapore (54), India (4), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,98725,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 3520}","{"""": 10840, ""Gov.sg"": 8963}",True
2020-06-25,121790674546188,AsiaOne,asiaonecom,blue_verified,179623,News and media website,0,Singapore (23),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8323,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 560}","{""AsiaOne"": 566}",True
2020-06-25,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,266616,Media/news company,1,"Singapore (73), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,61247,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 1013}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2747}",True
2020-06-25,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1112,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 104}","{""Luah Chuan Teck (Lai Quande)"": 4527}",True
2020-06-25,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2118,Non-profit organisation,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,56,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 3}","{""Fung Shi Ern, Shalom"": 153}",True
2020-06-25,259077840923556,AOX Singapore,aoxwater,not_verified,6460,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,293,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 479}","{""AOX Singapore"": 1671}",True
2020-06-25,267926623635962,New Naratif,newnaratif,not_verified,9546,Arts and humanities website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,4073,False,0,False,2017-02-28,,,True,"{""New Naratif"": 15}","{""New Naratif"": 35, """": 64}",True
